word,gender,freq
polissonnerie,f,0.20
polissonneries,f,0.20
polissonnes,f,1.14
polissons,m,1.14
polissure,f,0.07
politburo,m,0.47
politesse,f,20.54
politesses,f,20.54
politicard,m,0.41
politicards,m,0.41
politicien,m,7.67
politicienne,f,7.67
politiciens,m,7.67
politique-fiction,f,0.07
politisation,f,0.01
polka,f,7.64
polkas,f,7.64
pollen,m,1.89
pollens,m,1.89
pollinies,f,0.07
pollinisation,f,0.09
pollueur,m,0.25
pollueurs,m,0.25
pollueuse,f,0.25
pollution,f,2.38
pollutions,f,2.38
polo,m,2.03
poloche,f,0.34
polochon,m,0.81
polochons,m,0.81
polonais,m,9.32
polonaise,f,9.32
polonaises,f,9.32
polos,m,2.03
polski,m,0.14
poltron,m,0.74
poltronnerie,f,0.55
poltrons,m,0.74
poly,m,0.30
polyacrylate,m,0.03
polyamide,m,0.20
polyamides,m,0.20
polyarthrite,f,0.03
polycarbonate,m,0.03
polychlorure,m,0.01
polychromie,f,0.27
polyclinique,f,0.23
polycopie,f,0.07
polycopié,m,0.20
polycopiés,m,0.20
polyculture,f,0.07
polydactylie,f,0.01
polyester,m,0.46
polygamie,f,0.49
polygone,m,0.88
polygones,m,0.88
polymorphie,f,0.02
polymorphismes,m,0.03
polymère,m,0.16
polymérase,f,0.05
polynésien,m,0.07
polynésiennes,f,0.07
polynésiens,m,0.07
polype,m,0.74
polypes,m,0.74
polyphonie,f,0.14
polypier,m,0.14
polypiers,m,0.14
polypropylène,m,0.14
polysaccharides,m,0.01
polystyrène,m,0.38
polytechnicien,m,1.35
polytechnicienne,f,1.35
polytechniciens,m,1.35
polytechnique,f,0.47
polythène,m,0.01
polytonalité,f,0.07
polyuréthane,m,0.05
polyvalence,f,0.14
polyvalents,m,0.14
polyvinyle,m,0.07
polyèdre,m,0.20
polyèdres,m,0.20
polyéthylène,m,0.14
polémique,f,1.35
polémiques,f,1.35
pom-pom girl,f,2.06
pom-pom girls,f,2.06
pomelo,m,0.01
pomerols,m,0.07
pommade,f,3.04
pommades,f,3.04
pommadin,m,0.07
pommard,m,0.20
pommards,m,0.20
pomme,f,82.36
pommeau,m,4.26
pommeaux,m,4.26
pommeraie,f,0.14
pommes,f,82.36
pommette,f,16.35
pommettes,f,16.35
pommier,m,8.78
pommiers,m,8.78
pompage,m,0.35
pompe,f,35.14
pompes,f,35.14
pompeur,m,0.27
pompier,m,13.01
pompiers,m,13.01
pompiérisme,m,0.07
pompon,m,3.92
pompons,m,3.92
pomélo,m,0.01
poméranienne,f,0.47
poméraniennes,f,0.47
poméraniens,m,0.47
ponant,m,0.34
ponce,f,0.14
ponceau,m,0.41
ponceaux,m,0.41
ponceuse,f,0.41
poncho,m,1.04
ponchos,m,1.04
poncif,m,0.95
poncifs,m,0.95
ponction,f,1.72
ponctions,f,1.72
ponctualité,f,1.42
ponctuation,f,1.55
ponctuations,f,1.55
pondeur,m,0.20
pondeuse,f,0.20
pondeuses,f,0.20
pondoir,m,0.20
pondoirs,m,0.20
pondération,f,0.47
ponette,f,0.47
ponettes,f,0.47
poney,m,4.80
poneys,m,4.80
pongo,m,1.72
pongé,m,0.20
pont,m,90.81
pont-l'évêque,m,0.07
pont-levis,m,1.42
pont-neuf,m,2.43
pont-promenade,m,0.07
pontage,m,0.65
pontages,m,0.65
pontet,m,0.20
pontets,m,0.20
pontife,m,1.28
pontifes,m,1.28
pontificat,m,0.14
pontil,m,0.07
ponton,m,3.99
pontonnier,m,0.81
pontonniers,m,0.81
pontons,m,3.99
ponts,m,90.81
ponts-levis,m,0.27
ponçage,m,0.14
pool,m,1.19
pop-corn,m,3.79
popaul,m,0.28
pope,m,6.42
popeline,f,4.66
popes,m,6.42
popote,f,2.57
popotes,f,2.57
popotin,m,0.79
populace,f,2.36
popularité,f,2.03
popularités,f,2.03
population,f,33.65
populations,f,33.65
populisme,m,0.14
populismes,m,0.14
populo,m,1.55
poque,f,0.16
poquette,f,0.07
porc,m,41.07
porc-épic,m,0.55
porcelaine,f,12.43
porcelaines,f,12.43
porcelainiers,m,0.07
porcelet,m,0.57
porcelets,m,0.57
porche,m,17.03
porcher,m,1.48
porcherie,f,2.76
porcheries,f,2.76
porches,m,17.03
porchère,f,1.48
porchères,f,1.48
porcif,f,0.34
porcifs,f,0.34
porcin,m,0.12
porcins,m,0.12
porcs,m,41.07
pore,m,3.51
pores,m,3.51
porno,m,9.77
pornographie,f,1.81
pornographies,f,1.81
pornos,m,9.77
porosité,f,0.34
porphyre,m,1.49
porphyres,m,1.49
porphyrie,f,0.12
porque,f,0.32
porridge,m,1.13
port,m,76.42
port-salut,m,0.20
portabilité,f,0.01
portage,m,0.74
portail,m,22.97
portails,m,22.97
portance,f,0.29
portant,m,3.38
portants,m,3.38
porte,f,617.43
porte-aiguille,m,0.07
porte-avion,m,0.07
porte-avions,m,1.22
porte-bagages,m,3.11
porte-bannière,m,0.07
porte-billets,m,0.14
porte-bois,m,0.07
porte-bonheur,m,4.58
porte-bouteilles,m,0.27
porte-bébé,m,0.02
porte-cannes,m,0.07
porte-carte,m,0.07
porte-cartes,m,0.34
porte-chance,m,0.17
porte-chapeaux,m,0.04
porte-cigarette,m,0.20
porte-cigarettes,m,0.74
porte-clef,m,0.14
porte-clefs,m,0.34
porte-clé,m,0.10
porte-clés,m,1.44
porte-conteneurs,m,0.01
porte-coton,m,0.07
porte-couilles,m,0.07
porte-couteau,m,0.07
porte-couteaux,m,0.07
porte-cravate,m,0.07
porte-crayon,m,0.01
porte-document,m,0.01
porte-documents,m,0.86
porte-drapeau,m,0.68
porte-drapeaux,m,0.07
porte-fanion,m,0.14
porte-fenêtre,f,4.46
porte-flingue,m,0.08
porte-flingues,m,0.08
porte-forets,m,0.07
porte-glaive,m,1.01
porte-jarretelles,m,1.89
porte-malheur,m,0.19
porte-mine,m,0.14
porte-monnaie,m,6.01
porte-musique,m,0.07
porte-objet,m,0.01
porte-papier,m,0.07
porte-parapluie,m,0.07
porte-parapluies,m,0.47
porte-plume,m,3.78
porte-plumes,m,3.78
porte-queue,m,0.01
porte-savon,m,0.27
porte-serviette,m,0.20
porte-serviettes,m,0.20
porte-tambour,m,0.34
porte-voix,m,2.64
porte-à-faux,m,0.61
porte-à-porte,m,0.41
porte-épée,m,0.14
porte-étendard,m,0.34
porte-étendards,m,0.34
porte-étrier,m,0.07
portefaix,m,1.15
portefeuille,m,21.15
portefeuilles,m,21.15
portemanteau,m,4.05
portemanteaux,m,4.05
portement,m,0.07
porter,m,3.87
porterie,f,0.14
portes,f,617.43
portes-fenêtres,f,4.46
porteur,m,13.31
porteurs,m,13.31
porteuse,f,13.31
porteuses,f,13.31
portfolio,m,0.68
portier,m,45.00
portiers,m,45.00
portillon,m,3.24
portillons,m,3.24
portion,f,7.57
portions,f,7.57
portique,m,4.53
portiques,m,4.53
portière,f,45.00
portières,f,45.00
portland,m,0.07
porto,m,5.00
portor,m,0.07
portoricain,m,1.27
portoricaine,f,1.27
portoricaines,f,1.27
portoricains,m,1.27
portos,m,5.00
portrait,m,54.59
portrait-robot,m,1.17
portraits,m,54.59
portraits-robots,m,1.17
ports,m,76.42
portugais,m,7.89
portugaise,f,7.89
portugaises,f,7.89
portulan,m,0.61
portulans,m,0.61
portus,m,0.07
portée,f,33.85
portées,f,33.85
posada,f,0.81
posadas,f,0.81
pose,f,19.93
pose-la-moi,f,0.01
posemètre,m,0.02
poses,f,19.93
poseur,m,0.96
poseurs,m,0.96
poseuse,f,0.96
positif,m,2.74
positifs,m,2.74
position,f,63.38
position-clé,f,0.01
positionnement,m,0.23
positionneur,m,0.01
positions,f,63.38
positivisme,m,0.14
positivité,f,0.17
positon,m,0.01
positron,m,0.14
positrons,m,0.14
posologie,f,0.34
posologies,f,0.34
possesseur,m,3.78
possesseurs,m,3.78
possessif,m,0.61
possessifs,m,0.61
possession,f,27.64
possessions,f,27.64
possessivité,f,0.20
possibilité,f,30.54
possibilités,f,30.54
possible,m,16.42
possibles,m,16.42
possédant,m,0.68
possédants,m,0.68
possédé,m,1.89
possédée,f,1.89
possédées,f,1.89
possédés,m,1.89
post it,m,1.85
post-empire,m,0.07
post-impressionnisme,m,0.01
post-it,m,1.85
post-partum,m,0.04
post-production,f,0.14
post-rupture,f,0.01
post-scriptum,m,1.96
post-zoo,m,0.01
postage,m,0.01
postcombustion,f,0.12
postcure,f,0.27
poster,m,2.41
posters,m,2.41
postface,f,0.27
postfaces,f,0.27
postiche,m,0.74
postiches,m,0.74
postier,m,2.03
postiers,m,2.03
postillon,m,1.42
postillonneur,m,0.14
postillonneurs,m,0.14
postillons,m,1.42
postière,f,2.03
postmodernisme,m,0.07
postproduction,f,0.02
postsynchronisation,f,0.07
postulant,m,1.28
postulante,f,1.28
postulantes,f,1.28
postulants,m,1.28
postulat,m,0.95
postulations,f,0.07
postulats,m,0.95
posture,f,9.46
postures,f,9.46
postérieur,m,1.35
postérieurs,m,1.35
postérité,f,2.30
postérités,f,2.30
pot,m,48.04
pot-au-feu,m,0.90
pot-bouille,m,0.01
pot-de-vin,m,1.22
pot-pourri,m,0.68
potache,m,0.54
potaches,m,0.54
potage,m,6.22
potager,m,3.24
potagers,m,3.24
potages,m,6.22
potard,m,0.68
potasse,f,0.27
potassium,m,1.68
pote,m,84.92
poteau,m,13.04
poteaux,m,13.04
potence,f,3.40
potences,f,3.40
potentat,m,0.41
potentats,m,0.41
potentialisation,f,0.01
potentialité,f,0.38
potentiel,m,6.04
potentiels,m,6.04
potentiomètre,m,0.20
poterie,f,4.32
poteries,f,4.32
poterne,f,2.03
poternes,f,2.03
potes,m,84.92
potiche,f,1.15
potiches,f,1.15
potier,m,0.68
potiers,m,0.68
potimarron,m,0.01
potin,m,3.85
potins,m,3.85
potion,f,11.59
potions,f,11.59
potiron,m,1.08
potirons,m,1.08
potière,f,0.68
potlatch,m,0.20
poto-poto,m,0.14
potos,m,0.07
potron-minet,m,0.27
pots,m,48.04
pots-de-vin,m,1.98
pots-pourris,m,0.68
potée,f,1.35
potées,f,1.35
pou,m,10.41
pouacre,m,0.07
poubelle,f,22.91
poubelles,f,22.91
pouce,m,35.34
pouce-pied,m,0.01
pouces,m,35.34
poucet,m,1.08
poucets,m,1.08
poucette,f,1.18
poucettes,f,1.18
pouding,m,0.16
poudingue,m,0.07
poudrage,m,0.07
poudre,f,30.27
poudres,f,30.27
poudrette,f,0.07
poudreuse,f,0.26
poudrier,m,1.42
poudriers,m,1.42
poudrière,f,0.61
poudroiement,m,1.15
poudroiements,m,1.15
pouf,m,5.07
pouffement,m,0.14
pouffements,m,0.14
pouffiasse,f,3.09
pouffiasses,f,3.09
poufiasse,f,1.64
poufiasses,f,1.64
poufs,m,5.07
pouille,f,0.07
pouillerie,f,0.54
pouilleries,f,0.54
pouilles,f,0.07
pouilleuse,f,1.27
pouilleux,m,1.27
pouillot,m,0.07
pouillots,m,0.07
pouilly,m,0.34
pouillés,m,0.01
poujadisme,m,0.07
poulaga,m,2.43
poulagas,m,2.43
poulaille,f,0.41
poulailler,m,3.51
poulaillers,m,3.51
poulain,m,3.78
poulaine,f,3.78
poulaines,f,3.78
poulains,m,3.78
poularde,f,0.54
poulardes,f,0.54
poulardin,m,0.34
poulardins,m,0.34
poulbot,m,0.54
poulbots,m,0.54
poule,f,36.70
poules,f,36.70
poulet,m,41.25
poulets,m,41.25
poulette,f,3.41
poulettes,f,3.41
pouliche,f,2.09
pouliches,f,2.09
poulie,f,3.11
poulies,f,3.11
poulinière,f,0.07
poulot,m,0.20
poulots,m,0.20
poulpe,m,3.11
poulpes,m,3.11
pouls,m,15.64
poumon,m,21.55
poumons,m,21.55
pound,m,0.20
pounds,m,0.20
poupard,m,0.68
poupards,m,0.68
poupe,f,2.97
poupon,m,2.77
pouponnage,m,0.07
pouponnière,f,0.23
pouponnières,f,0.23
poupons,m,2.77
poupoule,f,0.74
poupée,f,27.59
poupées,f,27.59
pour,m,27.69
pour-cent,m,0.56
pourboire,m,8.77
pourboires,m,8.77
pourceau,m,0.95
pourceaux,m,0.95
pourcent,m,0.45
pourcentage,m,4.75
pourcentages,m,4.75
pourcents,m,0.45
pourchas,m,0.27
pourchasseur,m,0.07
pourcif,m,0.07
pourfendeur,m,0.16
pourim,m,0.68
pourliche,m,1.76
pourliches,m,1.76
pourparler,m,0.15
pourparlers,m,2.23
pourpier,m,0.20
pourpiers,m,0.20
pourpoint,m,1.49
pourpoints,m,1.49
pourquoi,m,3.18
pourri,m,4.59
pourris,m,4.59
pourrissement,m,0.88
pourrissoir,m,0.41
pourriture,f,6.89
pourritures,f,6.89
poursuite,f,15.47
poursuites,f,15.47
poursuivant,m,2.43
poursuivante,f,2.43
poursuivants,m,2.43
poursuiveurs,m,0.01
pourtour,m,2.84
pourtours,m,2.84
pourvoi,m,0.31
pourvois,m,0.31
pourvoyeur,m,1.35
pourvoyeurs,m,1.35
pourvoyeuse,f,1.35
poussah,m,0.27
pousse,f,8.57
pousse-au-crime,m,0.07
pousse-café,m,0.68
pousse-cailloux,m,0.07
pousse-pousse,m,1.43
pousses,f,8.57
poussette,f,2.43
poussettes,f,2.43
pousseur,m,0.34
pousseurs,m,0.34
poussier,m,0.81
poussin,m,7.50
poussine,f,0.07
poussinière,f,0.07
poussins,m,7.50
poussière,f,78.45
poussières,f,78.45
poussoir,m,0.07
poussée,f,11.22
poussées,f,11.22
poutargue,f,0.07
poutou,m,0.34
poutrages,m,0.07
poutraison,f,0.14
poutre,f,15.74
poutrelle,f,2.03
poutrelles,f,2.03
poutres,f,15.74
pouvoir,m,117.87
pouvoirs,m,117.87
poux,m,10.41
pouzzolane,f,0.14
poème,m,31.22
poèmes,m,31.22
poète,m,35.95
poètes,m,35.95
poésie,f,21.89
poésies,f,21.89
poétesse,f,35.95
poétesses,f,35.95
poéticien,m,0.07
poétique,f,0.68
poétiques,f,0.68
poêlon,m,0.41
practice,m,0.15
pradelle,f,6.08
praesidium,m,0.14
pragmatisme,m,0.27
praire,f,0.20
praires,f,0.20
prairial,m,0.20
prairie,f,19.66
prairies,f,19.66
praline,f,1.76
pralines,f,1.76
praliné,m,0.14
prang,m,0.11
praticien,m,1.76
praticienne,f,1.76
praticiens,m,1.76
pratiquant,m,0.34
pratiquante,f,0.34
pratiquants,m,0.34
praxie,f,0.10
premier,m,173.92
premier-maître,m,0.16
premier-né,m,0.91
premiers,m,173.92
premiers-nés,m,0.91
premium,m,0.05
première,f,173.92
première-née,f,0.11
premières,f,173.92
preneur,m,2.21
preneurs,m,2.21
preneuse,f,2.21
presbyterium,m,0.07
presbytie,f,0.34
presbytère,m,3.51
presbytérien,m,0.07
presbytérienne,f,0.07
prescience,f,1.01
prescription,f,2.50
prescriptions,f,2.50
presqu'île,f,1.49
presqu'îles,f,1.49
press-book,m,0.03
pressage,m,0.07
presse,f,45.77
presse-agrumes,m,0.04
presse-citron,m,0.02
presse-fruits,m,0.07
presse-papier,m,0.27
presse-papiers,m,0.47
presse-purée,m,0.41
presse-raquette,m,0.07
pressement,m,0.34
pressements,m,0.34
pressentiment,m,8.72
pressentiments,m,8.72
presses,f,45.77
pressing,m,2.63
pressings,m,2.63
pression,f,37.28
pressions,f,37.28
pressoir,m,1.15
pressoirs,m,1.15
pressurisation,f,0.38
pressé,m,1.49
pressée,f,1.49
pressées,f,1.49
pressés,m,1.49
prestance,f,2.30
prestation,f,2.30
prestations,f,2.30
prestesse,f,0.61
prestidigitateur,m,1.89
prestidigitateurs,m,1.89
prestidigitation,f,0.41
prestidigitations,f,0.41
prestidigitatrice,f,1.89
prestige,m,16.96
prestiges,m,16.96
preuve,f,107.54
preuves,f,107.54
preux,m,0.74
priant,m,0.27
priapisme,m,0.17
prie-dieu,m,2.64
prieur,m,8.85
prieure,f,8.85
prieurs,m,8.85
prieuré,m,0.68
prieurés,m,0.68
primat,m,0.34
primate,m,1.62
primates,m,1.62
primauté,f,0.95
prime,f,17.79
prime time,m,0.41
primerose,f,0.07
primes,f,17.79
primeur,f,1.96
primeurs,f,1.96
primevère,f,1.01
primevères,f,1.01
primidi,m,0.07
primitif,m,2.16
primitifs,m,2.16
primitive,f,2.16
primitives,f,2.16
primitivisme,m,0.14
primo-infection,f,0.07
prin,m,0.14
prince,m,101.22
prince-de-galles,m,0.27
prince-évêque,m,0.14
princes,m,101.22
princesse,f,101.22
princesses,f,101.22
principal,m,7.91
principale,f,7.91
principales,f,7.91
principat,m,0.34
principauté,f,1.01
principautés,f,1.01
principaux,m,7.91
principe,m,47.57
principes,m,47.57
printemps,m,60.88
prion,m,3.11
prions,m,3.11
priorité,f,12.15
priorités,f,12.15
prise,f,38.04
prises,f,38.04
priseur,m,0.14
priseurs,m,0.14
prisme,m,1.42
prismes,m,1.42
prison,f,147.49
prisonnier,m,40.00
prisonniers,m,40.00
prisonnière,f,40.00
prisonnières,f,40.00
prisons,f,147.49
prisons-écoles,f,0.07
prisunic,m,3.11
prisées,f,0.07
privation,f,4.53
privations,f,4.53
privatisation,f,0.41
privauté,f,0.54
privautés,f,0.54
privilège,m,17.70
privilèges,m,17.70
privilégié,m,5.07
privilégiée,f,5.07
privilégiées,f,5.07
privilégiés,m,5.07
privé,m,10.77
privés,m,10.77
prix,m,126.55
prix-choc,m,0.07
prière,f,45.95
prières,f,45.95
probabilité,f,3.66
probabilités,f,3.66
probation,f,1.39
probité,f,1.89
probloc,m,0.54
problocs,m,0.54
probloque,m,1.01
probloques,m,1.01
problème,m,520.07
problèmes,m,520.07
problématique,f,0.28
problématiques,f,0.28
proc,m,0.68
procalmadiol,m,0.07
procaïne,f,0.02
process,m,0.07
processeur,m,0.69
processeurs,m,0.69
procession,f,10.20
processionnaires,m,0.20
processions,f,10.20
processus,m,10.86
prochain,m,30.44
prochaine,f,30.44
prochaines,f,30.44
prochains,m,30.44
proclamation,f,4.19
proclamations,f,4.19
proclamatrices,f,0.01
proconsul,m,1.35
proconsuls,m,1.35
procrastination,f,0.01
procréateur,m,0.14
procréateurs,m,0.14
procréation,f,1.22
procréations,f,1.22
procs,m,0.68
proctologie,f,0.01
procurateur,m,0.88
procurateurs,m,0.88
procuraties,f,0.14
procuration,f,2.50
procuratrice,f,0.88
procure,f,0.20
procures,f,0.20
procureur,m,29.45
procureurs,m,29.45
procureuse,f,29.45
procureuses,f,29.45
procès,m,45.41
procès-test,m,0.02
procès-verbal,m,3.86
procès-verbaux,m,3.86
procédure,f,16.16
procédures,f,16.16
procédurier,m,0.07
procédé,m,8.85
procédés,m,8.85
prodigalité,f,1.01
prodigalités,f,1.01
prodige,m,8.78
prodiges,m,8.78
prodrome,m,0.47
prodromes,m,0.47
producteur,m,12.83
producteurs,m,12.83
production,f,18.73
productions,f,18.73
productivité,f,0.75
productrice,f,12.83
productrices,f,12.83
produit,m,28.80
produits,m,28.80
profanateur,m,0.28
profanateurs,m,0.28
profanation,f,1.21
profanations,f,1.21
professeur,f,98.55
professeure,f,98.55
professeurs,f,98.55
profession,f,15.81
professionnalisme,m,1.03
professionnel,m,13.30
professionnelle,f,13.30
professionnelles,f,13.30
professionnels,m,13.30
professions,f,15.81
professorat,m,0.34
profil,m,29.12
profilage,m,0.12
profileur,m,0.13
profileuse,f,0.13
profils,m,29.12
profilé,m,0.27
profilés,m,0.27
profit,m,25.00
profitabilité,f,0.01
profiterole,f,0.07
profiteroles,f,0.07
profiteur,m,1.35
profiteurs,m,1.35
profiteuse,f,1.35
profits,m,25.00
profond,m,3.78
profondeur,f,32.64
profondeurs,f,32.64
profonds,m,3.78
profusion,f,4.73
profusions,f,4.73
proférations,f,0.07
progestérone,f,0.07
prognathisme,m,0.01
programmateur,m,0.19
programmateurs,m,0.19
programmation,f,1.09
programmatrice,f,0.19
programme,m,49.11
programmes,m,49.11
programmeur,m,0.64
programmeurs,m,0.64
programmeuse,f,0.64
progression,f,6.62
progressions,f,6.62
progressisme,m,0.34
progrès,m,29.73
progéniteur,m,0.07
progéniture,f,2.64
progénitures,f,2.64
prohibition,f,0.79
proie,f,32.50
proies,f,32.50
projecteur,m,12.91
projecteurs,m,12.91
projectile,m,4.46
projectiles,m,4.46
projection,f,6.69
projections,f,6.69
projet,m,70.00
projets,m,70.00
projo,m,0.66
projos,m,0.66
prolapsus,m,0.15
prolifération,f,1.08
proline,f,0.03
prolixité,f,0.20
prologue,m,1.42
prolongateur,m,0.01
prolongation,f,0.97
prolongations,f,0.97
prolonge,f,0.61
prolongement,m,4.66
prolongements,m,4.66
prolonges,f,0.61
prolégomènes,m,0.68
prolétariat,m,3.65
prolétariats,m,3.65
prolétarisation,f,0.14
promazine,f,0.01
promenade,f,58.11
promenades,f,58.11
promeneur,m,8.92
promeneurs,m,8.92
promeneuse,f,8.92
promeneuses,f,8.92
promenoir,m,0.54
promesse,f,40.20
promesses,f,40.20
prometteur,m,0.33
prometteurs,m,0.33
prometteuse,f,0.33
promis,m,21.65
promiscuité,f,4.26
promiscuités,f,4.26
promise,f,21.65
promises,f,21.65
promo,f,4.86
promontoire,m,3.24
promontoires,m,3.24
promos,f,4.86
promoteur,m,1.82
promoteurs,m,1.82
promotion,f,14.81
promotions,f,14.81
promotrice,f,1.82
prompteur,m,0.24
prompteurs,m,0.24
promptitude,f,2.23
promulgation,f,0.34
pronation,f,0.14
pronom,m,0.74
pronoms,m,0.74
prononciation,f,1.69
prononciations,f,1.69
pronostic,m,2.70
pronostics,m,2.70
pronostiqueur,m,0.06
pronunciamiento,m,0.14
propagande,f,10.07
propagandes,f,10.07
propagateur,m,0.41
propagateurs,m,0.41
propagation,f,0.95
propagations,f,0.95
propane,m,0.39
propension,f,1.96
propergol,m,0.01
prophase,f,0.02
prophylaxie,f,0.14
prophète,m,12.36
prophètes,m,12.36
prophétesse,f,12.36
prophétie,f,5.36
prophéties,f,5.36
propionate,m,0.07
propolis,m,0.10
proportion,f,12.70
proportionnalité,f,0.12
proportionnelle,f,0.20
proportions,f,12.70
propos,m,115.21
proposition,f,22.43
propositions,f,22.43
propre,m,15.07
propre-à-rien,m,0.07
propres,m,15.07
propreté,f,7.97
proprio,m,4.12
proprios,m,4.12
propriété,f,22.70
propriétés,f,22.70
propulseur,m,1.88
propulseurs,m,1.88
propulsion,f,2.07
propulsions,f,2.07
propylène,m,0.05
propylées,m,0.14
prorata,m,0.20
prorogation,f,0.07
prosateur,m,0.20
prosateurs,m,0.20
prosaïsme,m,0.14
proscenium,m,0.14
proscription,f,0.27
proscriptions,f,0.27
proscrit,m,0.55
proscrite,f,0.55
proscrits,m,0.55
prose,f,3.31
prosodie,f,0.27
prosopopées,f,0.07
prospect,m,0.18
prospecteur,m,0.94
prospecteurs,m,0.94
prospection,f,2.70
prospections,f,2.70
prospective,f,0.14
prospectus,m,6.49
prospérité,f,5.14
prospérités,f,5.14
prostate,f,1.59
prostatectomie,f,0.01
prostatite,f,0.11
prosternation,f,0.27
prosternations,f,0.27
prostitution,f,6.72
prostitutions,f,6.72
prostitué,m,14.21
prostituée,f,14.21
prostituées,f,14.21
prostitués,m,14.21
prostration,f,1.01
prostrations,f,1.01
prosélytisme,m,0.47
protal,m,0.20
prote,m,1.35
protecteur,m,5.61
protecteurs,m,5.61
protection,f,24.78
protectionnisme,m,0.14
protections,f,24.78
protectorat,m,1.01
protectorats,m,1.01
protectrice,f,5.61
protectrices,f,5.61
protes,m,1.35
protestant,m,4.12
protestante,f,4.12
protestantes,f,4.12
protestantisme,m,0.81
protestants,m,4.12
protestation,f,13.45
protestations,f,13.45
proteus,m,0.62
prothrombine,f,0.04
prothèse,f,2.11
prothèses,f,2.11
protide,m,0.14
protides,m,0.14
protistes,m,0.01
protococcus,m,0.01
protocole,m,6.01
protocoles,m,6.01
protocoques,m,0.01
protohistoire,f,0.14
proton,m,0.53
protonotaire,m,0.34
protons,m,0.53
protoplasme,m,0.09
protoplasmes,m,0.09
protoplaste,m,0.01
prototype,m,2.81
prototypes,m,2.81
protoxyde,m,0.11
protozoaire,m,0.04
protrusion,f,0.01
protubérance,f,0.74
protubérances,f,0.74
protège-cahier,m,0.07
protège-dents,m,0.27
protège-slip,m,0.03
protège-tibia,m,0.02
protéase,f,0.01
protégé,m,6.28
protégée,f,6.28
protégées,f,6.28
protégés,m,6.28
protéine,f,3.59
protéines,f,3.59
protéinurie,f,0.04
protêt,m,0.14
protêts,m,0.14
proudhonisme,m,0.07
proue,f,5.47
proues,f,5.47
prouesse,f,5.14
prouesses,f,5.14
prout,m,0.32
prouts,m,0.32
provenance,f,5.27
provenances,f,5.27
provende,f,0.95
proverbe,m,4.90
proverbes,m,4.90
providence,f,2.50
provider,m,0.03
province,f,30.68
provinces,f,30.68
provincial,m,2.09
provinciaux,m,2.09
proviseur,m,4.45
proviseurs,m,4.45
provision,f,18.04
provisions,f,18.04
provisoire,m,2.09
provo,m,0.17
provoc,f,0.21
provocateur,m,1.01
provocateurs,m,1.01
provocation,f,11.01
provocations,f,11.01
provocatrice,f,1.01
provolone,m,0.18
provos,m,0.17
provéditeur,m,0.14
provéditeurs,m,0.14
proximité,f,14.46
proxo,m,0.41
proxos,m,0.41
proxénétisme,m,0.42
proze,m,0.41
proèdre,m,0.07
proéminence,f,0.14
proéminences,f,0.14
prud'homme,m,0.21
prud'hommes,m,0.21
prudence,f,20.07
prudences,f,20.07
prudent,m,0.54
prudents,m,0.54
pruderie,f,0.68
pruderies,f,0.68
prune,f,5.68
pruneau,m,3.65
pruneaux,m,3.65
prunelle,f,15.74
prunelles,f,15.74
prunellier,m,0.47
prunelliers,m,0.47
prunes,f,5.68
prunier,m,2.57
pruniers,m,2.57
prunus,m,0.07
prurigo,m,0.07
prurit,m,2.15
prussien,m,2.97
prussienne,f,2.97
prussiennes,f,2.97
prussiens,m,2.97
prussik,m,0.02
prytanée,m,0.27
prèle,f,0.02
pré,m,32.50
pré-salé,m,0.20
préadolescence,f,0.01
préadolescente,f,0.01
préalable,m,2.03
préalables,m,2.03
préambule,m,2.77
préambules,m,2.77
préau,m,4.59
préaux,m,4.59
préavis,m,2.00
prébendes,f,0.20
précambrien,m,0.07
précarité,f,1.35
précaution,f,36.01
précautions,f,36.01
précellence,f,0.07
précelles,f,0.07
précepte,m,2.23
préceptes,m,2.23
précepteur,m,2.91
précepteurs,m,2.91
préceptrice,f,2.91
précession,f,0.20
préchauffage,m,0.02
précieuse,f,0.34
précieuses,f,0.34
préciosité,f,1.28
préciosités,f,1.28
précipice,m,3.38
précipices,m,3.38
précipitant,m,0.14
précipitation,f,6.35
précipitations,f,6.35
précipité,m,1.08
précipités,m,1.08
préciputs,m,0.07
précis,m,1.76
précision,f,24.26
précisions,f,24.26
précocité,f,1.35
précognition,f,0.03
préconisation,f,0.01
précurseur,m,1.49
précurseurs,m,1.49
précédent,m,10.07
précédente,f,10.07
précédentes,f,10.07
précédents,m,10.07
prédateur,m,2.38
prédateurs,m,2.38
prédation,f,0.04
prédelle,f,0.14
prédestination,f,1.01
prédestinations,f,1.01
prédestiné,m,0.07
prédestinée,f,0.07
prédicant,m,0.54
prédicants,m,0.54
prédicat,m,0.01
prédicateur,m,1.69
prédicateurs,m,1.69
prédication,f,0.61
prédications,f,0.61
prédiction,f,3.24
prédictions,f,3.24
prédigestion,f,0.07
prédilection,f,3.18
prédilections,f,3.18
prédisposition,f,0.46
prédispositions,f,0.46
prédominance,f,0.47
prédécesseur,m,3.18
prédécesseurs,m,3.18
préemption,f,0.07
préface,f,2.97
préfaces,f,2.97
préfacier,m,0.07
préfectance,f,0.14
préfecture,f,7.91
préfectures,f,7.91
préfet,m,8.45
préfets,m,8.45
préfiguration,f,0.61
préfixation,f,0.01
préfixe,m,0.35
préfixes,m,0.35
préformation,f,0.07
préférence,f,13.92
préférences,f,13.92
préféré,m,9.95
préférée,f,9.95
préférées,f,9.95
préférés,m,9.95
